item_id,id,domain,split,condition,prompt_task,prompt,prompt_hash,original_question,open_question,rewritten_question,expected_mechanism,judge_reference_points,leakage_sensitive_terms,choices,choice_A,choice_B,choice_C,choice_D,gold_answer,gold_anachronism_terms,forbidden_terms,required_primitives,primitive_phrase,concept_term,task,human_validated,detected_terms,detector_token_scores,mapped_primitives,model_info,rewrite_validation,repair_attempts,pass_validation
fixed_q049,fixed_q049,Communication_Media,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might online forum be useful for collecting advice from a community?
",1396d55138aa91f8,Why might online forum be useful for collecting advice from a community?,Why might online forum be useful for collecting advice from a community?,Why might online forum be useful for collecting advice from a community?,keeps public written discussions in a shared electronic place,"[""keeps public written discussions in a shared electronic place""]","[""answer"", ""distant"", ""lets"", ""many"", ""over"", ""people""]","{""A"": ""It lets participants see and hear one another while apart."", ""B"": ""It lets a machine read the address without manual typing."", ""C"": ""It lets many distant people answer the same topic over time."", ""D"": ""It covers areas that ground wires or towers may not reach.""}",It lets participants see and hear one another while apart.,It lets a machine read the address without manual typing.,It lets many distant people answer the same topic over time.,It covers areas that ground wires or towers may not reach.,C,"[""online forum""]","[""online forum""]","[""online_forum""]",keeps public written discussions in a shared electronic place,online forum,collecting advice from a community,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q050,fixed_q050,Communication_Media,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might instant messaging be useful for coordinating a fast conversation in writing?
",2cc1a088f3e16a58,Why might instant messaging be useful for coordinating a fast conversation in writing?,Why might instant messaging be useful for coordinating a fast conversation in writing?,Why might instant messaging be useful for coordinating a fast conversation in writing?,sends short written messages almost immediately between devices,"[""sends short written messages almost immediately between devices""]","[""compared"", ""delay"", ""letters"", ""ordinary"", ""reduces""]","{""A"": ""It covers areas that ground wires or towers may not reach."", ""B"": ""It stores pictures as data that can be copied immediately."", ""C"": ""It gives each worker access to a shared current copy."", ""D"": ""It reduces delay compared with ordinary letters.""}",It covers areas that ground wires or towers may not reach.,It stores pictures as data that can be copied immediately.,It gives each worker access to a shared current copy.,It reduces delay compared with ordinary letters.,D,"[""instant messaging""]","[""instant messaging""]","[""instant_messaging""]",sends short written messages almost immediately between devices,instant messaging,coordinating a fast conversation in writing,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q051,fixed_q051,Communication_Media,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might satellite television be useful for broadcasting programs over a wide region?
",a077fb75769936f5,Why might satellite television be useful for broadcasting programs over a wide region?,Why might satellite television be useful for broadcasting programs over a wide region?,Why might satellite television be useful for broadcasting programs over a wide region?,relays signals through an object high above the earth,"[""relays signals through an object high above the earth""]","[""areas"", ""covers"", ""ground"", ""may"", ""not"", ""reach""]","{""A"": ""It covers areas that ground wires or towers may not reach."", ""B"": ""It uses social links to pass messages rapidly."", ""C"": ""It reduces physical bulk while preserving the written content."", ""D"": ""It places more likely relevant items before less relevant ones.""}",It covers areas that ground wires or towers may not reach.,It uses social links to pass messages rapidly.,It reduces physical bulk while preserving the written content.,It places more likely relevant items before less relevant ones.,A,"[""satellite television"", ""satellite""]","[""satellite television"", ""satellite""]","[""satellite_television""]",relays signals through an object high above the earth,satellite television,broadcasting programs over a wide region,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q052,fixed_q052,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might QR code be useful for opening a stored address from a printed sign?
",2b805ad8863e0412,Why might QR code be useful for opening a stored address from a printed sign?,Why might QR code be useful for opening a stored address from a printed sign?,Why might QR code be useful for opening a stored address from a printed sign?,stores coded information in a square pattern read by a camera,"[""stores coded information in a square pattern read by a camera""]","[""address"", ""lets"", ""manual"", ""read"", ""typing"", ""without""]","{""A"": ""It stores pictures as data that can be copied immediately."", ""B"": ""It lets a machine read the address without manual typing."", ""C"": ""It allows playback while later parts are still arriving."", ""D"": ""It lets many distant people answer the same topic over time.""}",It stores pictures as data that can be copied immediately.,It lets a machine read the address without manual typing.,It allows playback while later parts are still arriving.,It lets many distant people answer the same topic over time.,B,"[""QR code""]","[""QR code""]","[""qr_code""]",stores coded information in a square pattern read by a camera,QR code,opening a stored address from a printed sign,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q053,fixed_q053,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might e-book be useful for carrying many books in a small device?
",a5d93609860dbfc9,Why might e-book be useful for carrying many books in a small device?,Why might e-book be useful for carrying many books in a small device?,Why might e-book be useful for carrying many books in a small device?,stores book text as electronic data,"[""stores book text as electronic data""]","[""bulk"", ""content"", ""physical"", ""preserving"", ""reduces"", ""while""]","{""A"": ""It reduces delay compared with ordinary letters."", ""B"": ""It places more likely relevant items before less relevant ones."", ""C"": ""It reduces physical bulk while preserving the written content."", ""D"": ""It uses social links to pass messages rapidly.""}",It reduces delay compared with ordinary letters.,It places more likely relevant items before less relevant ones.,It reduces physical bulk while preserving the written content.,It uses social links to pass messages rapidly.,C,"[""e-book"", ""ebook""]","[""e-book"", ""ebook""]","[""e_book""]",stores book text as electronic data,e-book,carrying many books in a small device,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q054,fixed_q054,Communication_Media,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might cloud file sharing be useful for letting a team use the same document?
",51987cfa6ff19cf2,Why might cloud file sharing be useful for letting a team use the same document?,Why might cloud file sharing be useful for letting a team use the same document?,Why might cloud file sharing be useful for letting a team use the same document?,keeps a file on distant machines reachable by several users,"[""keeps a file on distant machines reachable by several users""]","[""access"", ""copy"", ""current"", ""each"", ""gives"", ""shared""]","{""A"": ""It delivers text without a physical carrier."", ""B"": ""It lets many distant people answer the same topic over time."", ""C"": ""It lets a machine read the address without manual typing."", ""D"": ""It gives each worker access to a shared current copy.""}",It delivers text without a physical carrier.,It lets many distant people answer the same topic over time.,It lets a machine read the address without manual typing.,It gives each worker access to a shared current copy.,D,"[""cloud file sharing"", ""cloud""]","[""cloud file sharing"", ""cloud""]","[""cloud_file_sharing""]",keeps a file on distant machines reachable by several users,cloud file sharing,letting a team use the same document,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q055,fixed_q055,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might algorithmic feed be useful for choosing which notices a reader sees first?
",5c3cf2dda2ed2269,Why might algorithmic feed be useful for choosing which notices a reader sees first?,Why might algorithmic feed be useful for choosing which notices a reader sees first?,Why might algorithmic feed be useful for choosing which notices a reader sees first?,orders messages by calculated signals of likely interest,"[""orders messages by calculated signals of likely interest""]","[""before"", ""items"", ""less"", ""likely"", ""ones"", ""places""]","{""A"": ""It places more likely relevant items before less relevant ones."", ""B"": ""It lets messages travel across many linked networks."", ""C"": ""It covers areas that ground wires or towers may not reach."", ""D"": ""It sends new recordings automatically to interested listeners.""}",It places more likely relevant items before less relevant ones.,It lets messages travel across many linked networks.,It covers areas that ground wires or towers may not reach.,It sends new recordings automatically to interested listeners.,A,"[""algorithmic feed"", ""algorithm""]","[""algorithmic feed"", ""algorithm""]","[""algorithmic_feed""]",orders messages by calculated signals of likely interest,algorithmic feed,choosing which notices a reader sees first,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q056,fixed_q056,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might electric vehicle be useful for reducing smoke from city travel?
",757743777cf25411,Why might electric vehicle be useful for reducing smoke from city travel?,Why might electric vehicle be useful for reducing smoke from city travel?,Why might electric vehicle be useful for reducing smoke from city travel?,moves by an electric motor powered from stored electrical energy,"[""moves by an electric motor powered from stored electrical energy""]","[""avoids"", ""burning"", ""fuel"", ""moving"", ""vehicle"", ""while""]","{""A"": ""It reduces constant manual speed correction."", ""B"": ""It avoids burning fuel at the vehicle while moving."", ""C"": ""It spreads the stopping force over a larger area and time."", ""D"": ""It gives high energy for its weight.""}",It reduces constant manual speed correction.,It avoids burning fuel at the vehicle while moving.,It spreads the stopping force over a larger area and time.,It gives high energy for its weight.,B,"[""electric vehicle"", ""EV""]","[""electric vehicle"", ""EV""]","[""electric_vehicle""]",moves by an electric motor powered from stored electrical energy,electric vehicle,reducing smoke from city travel,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q057,fixed_q057,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might GPS be useful for finding a vehicle position in unfamiliar country?
",7867f2e5458b22be,Why might GPS be useful for finding a vehicle position in unfamiliar country?,Why might GPS be useful for finding a vehicle position in unfamiliar country?,Why might GPS be useful for finding a vehicle position in unfamiliar country?,compares timed signals from distant transmitters to estimate position,"[""compares timed signals from distant transmitters to estimate position""]","[""derives"", ""location"", ""measured"", ""timing""]","{""A"": ""It helps tires keep grip for steering."", ""B"": ""It reduces search time by coordinating location and demand."", ""C"": ""It derives location from measured signal timing."", ""D"": ""It carries many people quickly with guided motion.""}",It helps tires keep grip for steering.,It reduces search time by coordinating location and demand.,It derives location from measured signal timing.,It carries many people quickly with guided motion.,C,"[""GPS""]","[""GPS""]","[""gps""]",compares timed signals from distant transmitters to estimate position,GPS,finding a vehicle position in unfamiliar country,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q058,fixed_q058,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might autopilot be useful for keeping an aircraft steady on a long trip?
",9b62bddc2f4b032c,Why might autopilot be useful for keeping an aircraft steady on a long trip?,Why might autopilot be useful for keeping an aircraft steady on a long trip?,Why might autopilot be useful for keeping an aircraft steady on a long trip?,uses instruments and control rules to adjust steering automatically,"[""uses instruments and control rules to adjust steering automatically""]","[""constant"", ""corrections"", ""human"", ""input"", ""makes"", ""repeated""]","{""A"": ""It adjusts decisions using current traffic conditions."", ""B"": ""It gives high energy for its weight."", ""C"": ""It reduces search time by coordinating location and demand."", ""D"": ""It makes repeated small corrections without constant human input.""}",It adjusts decisions using current traffic conditions.,It gives high energy for its weight.,It reduces search time by coordinating location and demand.,It makes repeated small corrections without constant human input.,D,"[""autopilot""]","[""autopilot""]","[""autopilot""]",uses instruments and control rules to adjust steering automatically,autopilot,keeping an aircraft steady on a long trip,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q059,fixed_q059,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might lithium-ion battery be useful for powering a portable machine for a long time?
",e83a7e765d3a74d2,Why might lithium-ion battery be useful for powering a portable machine for a long time?,Why might lithium-ion battery be useful for powering a portable machine for a long time?,Why might lithium-ion battery be useful for powering a portable machine for a long time?,stores much electrical energy in a light chemical cell,"[""stores much electrical energy in a light chemical cell""]","[""energy"", ""gives"", ""high"", ""weight""]","{""A"": ""It gives high energy for its weight."", ""B"": ""It helps tires keep grip for steering."", ""C"": ""It adjusts decisions using current traffic conditions."", ""D"": ""It uses local sunlight instead of transported fuel.""}",It gives high energy for its weight.,It helps tires keep grip for steering.,It adjusts decisions using current traffic conditions.,It uses local sunlight instead of transported fuel.,A,"[""lithium-ion battery""]","[""lithium-ion battery""]","[""lithium_ion_battery""]",stores much electrical energy in a light chemical cell,lithium-ion battery,powering a portable machine for a long time,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q060,fixed_q060,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might solar panel be useful for making electricity where fuel delivery is difficult?
",bc3047f3b2948b85,Why might solar panel be useful for making electricity where fuel delivery is difficult?,Why might solar panel be useful for making electricity where fuel delivery is difficult?,Why might solar panel be useful for making electricity where fuel delivery is difficult?,turns sunlight directly into electrical current,"[""turns sunlight directly into electrical current""]","[""fuel"", ""instead"", ""local"", ""sunlight"", ""transported""]","{""A"": ""It avoids burning fuel at the vehicle while moving."", ""B"": ""It uses local sunlight instead of transported fuel."", ""C"": ""It reduces search time by coordinating location and demand."", ""D"": ""It derives location from measured signal timing.""}",It avoids burning fuel at the vehicle while moving.,It uses local sunlight instead of transported fuel.,It reduces search time by coordinating location and demand.,It derives location from measured signal timing.,B,"[""solar panel""]","[""solar panel""]","[""solar_panel""]",turns sunlight directly into electrical current,solar panel,making electricity where fuel delivery is difficult,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q061,fixed_q061,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might high-speed rail be useful for moving many passengers between cities?
",15da2077a9760273,Why might high-speed rail be useful for moving many passengers between cities?,Why might high-speed rail be useful for moving many passengers between cities?,Why might high-speed rail be useful for moving many passengers between cities?,uses trains and track designed for sustained very high speed,"[""uses trains and track designed for sustained very high speed""]","[""carries"", ""guided"", ""many"", ""motion"", ""people"", ""quickly""]","{""A"": ""It derives location from measured signal timing."", ""B"": ""It avoids burning fuel at the vehicle while moving."", ""C"": ""It carries many people quickly with guided motion."", ""D"": ""It reduces search time by coordinating location and demand.""}",It derives location from measured signal timing.,It avoids burning fuel at the vehicle while moving.,It carries many people quickly with guided motion.,It reduces search time by coordinating location and demand.,C,"[""high-speed rail""]","[""high-speed rail""]","[""high_speed_rail""]",uses trains and track designed for sustained very high speed,high-speed rail,moving many passengers between cities,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q062,fixed_q062,Transportation_Engineering,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might delivery drone be useful for bringing a small parcel over blocked roads?
",09094217449fee1e,Why might delivery drone be useful for bringing a small parcel over blocked roads?,Why might delivery drone be useful for bringing a small parcel over blocked roads?,Why might delivery drone be useful for bringing a small parcel over blocked roads?,uses a small pilotless flying machine,"[""uses a small pilotless flying machine""]","[""above"", ""driver"", ""ground"", ""moves"", ""obstacles"", ""onboard""]","{""A"": ""It spreads the stopping force over a larger area and time."", ""B"": ""It carries many people quickly with guided motion."", ""C"": ""It keeps strength while lowering weight."", ""D"": ""It moves above ground obstacles without a driver onboard.""}",It spreads the stopping force over a larger area and time.,It carries many people quickly with guided motion.,It keeps strength while lowering weight.,It moves above ground obstacles without a driver onboard.,D,"[""drone""]","[""delivery drone"", ""drone""]","[""delivery_drone""]",uses a small pilotless flying machine,delivery drone,bringing a small parcel over blocked roads,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q063,fixed_q063,Transportation_Engineering,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might ride-sharing app be useful for matching passengers with nearby hired cars?
",9fa0ae3c6440fe47,Why might ride-sharing app be useful for matching passengers with nearby hired cars?,Why might ride-sharing app be useful for matching passengers with nearby hired cars?,Why might ride-sharing app be useful for matching passengers with nearby hired cars?,uses a portable communication device to match riders and drivers,"[""uses a portable communication device to match riders and drivers""]","[""coordinating"", ""demand"", ""location"", ""reduces"", ""search"", ""time""]","{""A"": ""It reduces search time by coordinating location and demand."", ""B"": ""It adjusts decisions using current traffic conditions."", ""C"": ""It carries many people quickly with guided motion."", ""D"": ""It avoids burning fuel at the vehicle while moving.""}",It reduces search time by coordinating location and demand.,It adjusts decisions using current traffic conditions.,It carries many people quickly with guided motion.,It avoids burning fuel at the vehicle while moving.,A,"[""ride-sharing app"", ""app""]","[""ride-sharing app"", ""app""]","[""ride_sharing_app""]",uses a portable communication device to match riders and drivers,ride-sharing app,matching passengers with nearby hired cars,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q064,fixed_q064,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might hybrid car be useful for saving fuel in stop-and-go travel?
",e2f3833e0f76fcb0,Why might hybrid car be useful for saving fuel in stop-and-go travel?,Why might hybrid car be useful for saving fuel in stop-and-go travel?,Why might hybrid car be useful for saving fuel in stop-and-go travel?,combines a fuel engine with an electric drive and stored energy,"[""combines a fuel engine with an electric drive and stored energy""]","[""energy"", ""otherwise"", ""recovers"", ""reuses"", ""wasted"", ""would""]","{""A"": ""It helps tires keep grip for steering."", ""B"": ""It recovers or reuses energy that would otherwise be wasted."", ""C"": ""It avoids burning fuel at the vehicle while moving."", ""D"": ""It reduces search time by coordinating location and demand.""}",It helps tires keep grip for steering.,It recovers or reuses energy that would otherwise be wasted.,It avoids burning fuel at the vehicle while moving.,It reduces search time by coordinating location and demand.,B,"[""hybrid car""]","[""hybrid car""]","[""hybrid_car""]",combines a fuel engine with an electric drive and stored energy,hybrid car,saving fuel in stop-and-go travel,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q065,fixed_q065,Transportation_Engineering,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might anti-lock braking system be useful for keeping control during hard braking?
",f688a0302efa57b8,Why might anti-lock braking system be useful for keeping control during hard braking?,Why might anti-lock braking system be useful for keeping control during hard braking?,Why might anti-lock braking system be useful for keeping control during hard braking?,rapidly reduces and restores brake force when wheels begin to lock,"[""rapidly reduces and restores brake force when wheels begin to lock""]","[""grip"", ""helps"", ""keep"", ""steering"", ""tires""]","{""A"": ""It keeps strength while lowering weight."", ""B"": ""It uses local sunlight instead of transported fuel."", ""C"": ""It helps tires keep grip for steering."", ""D"": ""It carries many people quickly with guided motion.""}",It keeps strength while lowering weight.,It uses local sunlight instead of transported fuel.,It helps tires keep grip for steering.,It carries many people quickly with guided motion.,C,"[""anti-lock braking system"", ""ABS""]","[""anti-lock braking system"", ""ABS""]","[""anti_lock_braking_system""]",rapidly reduces and restores brake force when wheels begin to lock,anti-lock braking system,keeping control during hard braking,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q066,fixed_q066,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might cruise control be useful for maintaining speed on a long road?
",7f316d1326042ffe,Why might cruise control be useful for maintaining speed on a long road?,Why might cruise control be useful for maintaining speed on a long road?,Why might cruise control be useful for maintaining speed on a long road?,automatically adjusts engine force to hold a chosen speed,"[""automatically adjusts engine force to hold a chosen speed""]","[""constant"", ""correction"", ""manual"", ""reduces"", ""speed""]","{""A"": ""It reduces search time by coordinating location and demand."", ""B"": ""It derives location from measured signal timing."", ""C"": ""It carries many people quickly with guided motion."", ""D"": ""It reduces constant manual speed correction.""}",It reduces search time by coordinating location and demand.,It derives location from measured signal timing.,It carries many people quickly with guided motion.,It reduces constant manual speed correction.,D,"[""cruise control""]","[""cruise control""]","[""cruise_control""]",automatically adjusts engine force to hold a chosen speed,cruise control,maintaining speed on a long road,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q067,fixed_q067,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might carbon fiber composite be useful for making a strong light vehicle part?
",ca124cf90e884024,Why might carbon fiber composite be useful for making a strong light vehicle part?,Why might carbon fiber composite be useful for making a strong light vehicle part?,Why might carbon fiber composite be useful for making a strong light vehicle part?,embeds strong fibers inside a binding material,"[""embeds strong fibers inside a binding material""]","[""keeps"", ""lowering"", ""strength"", ""weight"", ""while""]","{""A"": ""It keeps strength while lowering weight."", ""B"": ""It reduces search time by coordinating location and demand."", ""C"": ""It helps tires keep grip for steering."", ""D"": ""It spreads the stopping force over a larger area and time.""}",It keeps strength while lowering weight.,It reduces search time by coordinating location and demand.,It helps tires keep grip for steering.,It spreads the stopping force over a larger area and time.,A,"[""carbon fiber"", ""composite""]","[""carbon fiber composite"", ""carbon fiber"", ""composite""]","[""carbon_fiber_composite""]",embeds strong fibers inside a binding material,carbon fiber composite,making a strong light vehicle part,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q068,fixed_q068,Transportation_Engineering,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might 3D printing be useful for making a complex prototype quickly?
",0e10c7bbe8ede6cd,Why might 3D printing be useful for making a complex prototype quickly?,Why might 3D printing be useful for making a complex prototype quickly?,Why might 3D printing be useful for making a complex prototype quickly?,builds an object layer by layer from a digital plan,"[""builds an object layer by layer from a digital plan""]","[""first"", ""forms"", ""making"", ""molds"", ""shapes"", ""special""]","{""A"": ""It helps tires keep grip for steering."", ""B"": ""It forms shapes without first making special molds."", ""C"": ""It adjusts decisions using current traffic conditions."", ""D"": ""It makes repeated small corrections without constant human input.""}",It helps tires keep grip for steering.,It forms shapes without first making special molds.,It adjusts decisions using current traffic conditions.,It makes repeated small corrections without constant human input.,B,"[""3D printing""]","[""3D printing""]","[""3d_printing""]",builds an object layer by layer from a digital plan,3D printing,making a complex prototype quickly,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q069,fixed_q069,Transportation_Engineering,dev,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might traffic sensor network be useful for reducing congestion at busy crossings?
",b8943bfbef4d0ca2,Why might traffic sensor network be useful for reducing congestion at busy crossings?,Why might traffic sensor network be useful for reducing congestion at busy crossings?,Why might traffic sensor network be useful for reducing congestion at busy crossings?,collects road measurements from many connected instruments,"[""collects road measurements from many connected instruments""]","[""adjusts"", ""conditions"", ""current"", ""decisions"", ""traffic""]","{""A"": ""It helps tires keep grip for steering."", ""B"": ""It makes repeated small corrections without constant human input."", ""C"": ""It adjusts decisions using current traffic conditions."", ""D"": ""It recovers or reuses energy that would otherwise be wasted.""}",It helps tires keep grip for steering.,It makes repeated small corrections without constant human input.,It adjusts decisions using current traffic conditions.,It recovers or reuses energy that would otherwise be wasted.,C,"[""traffic sensor network""]","[""traffic sensor network""]","[""traffic_sensor_network""]",collects road measurements from many connected instruments,traffic sensor network,reducing congestion at busy crossings,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q070,fixed_q070,Transportation_Engineering,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might airbag be useful for protecting a passenger in a crash?
",8e6d0b8238d66ffd,Why might airbag be useful for protecting a passenger in a crash?,Why might airbag be useful for protecting a passenger in a crash?,Why might airbag be useful for protecting a passenger in a crash?,inflates a cushion very quickly during a collision,"[""inflates a cushion very quickly during a collision""]","[""area"", ""force"", ""larger"", ""over"", ""spreads"", ""stopping""]","{""A"": ""It gives high energy for its weight."", ""B"": ""It helps tires keep grip for steering."", ""C"": ""It moves above ground obstacles without a driver onboard."", ""D"": ""It spreads the stopping force over a larger area and time.""}",It gives high energy for its weight.,It helps tires keep grip for steering.,It moves above ground obstacles without a driver onboard.,It spreads the stopping force over a larger area and time.,D,"[""airbag""]","[""airbag""]","[""airbag""]",inflates a cushion very quickly during a collision,airbag,protecting a passenger in a crash,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q071,fixed_q071,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might carbon capture be useful for reducing gas released from a power station?
",586360526f0fd172,Why might carbon capture be useful for reducing gas released from a power station?,Why might carbon capture be useful for reducing gas released from a power station?,Why might carbon capture be useful for reducing gas released from a power station?,separates carbon-bearing gas before it enters the air,"[""separates carbon-bearing gas before it enters the air""]","[""escaping"", ""gas"", ""part"", ""prevents"", ""unwanted""]","{""A"": ""It prevents part of the unwanted gas from escaping."", ""B"": ""It shifts energy from the time it is made to the time it is needed."", ""C"": ""It releases energy from combining light atoms."", ""D"": ""It separates salt from water without boiling all of it.""}",It prevents part of the unwanted gas from escaping.,It shifts energy from the time it is made to the time it is needed.,It releases energy from combining light atoms.,It separates salt from water without boiling all of it.,A,"[""carbon capture""]","[""carbon capture""]","[""carbon_capture""]",separates carbon-bearing gas before it enters the air,carbon capture,reducing gas released from a power station,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q072,fixed_q072,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might satellite monitoring be useful for measuring forest loss over a large region?
",86783b3e3f093f97,Why might satellite monitoring be useful for measuring forest loss over a large region?,Why might satellite monitoring be useful for measuring forest loss over a large region?,Why might satellite monitoring be useful for measuring forest loss over a large region?,observes the earth repeatedly from high above,"[""observes the earth repeatedly from high above""]","[""areas"", ""comparable"", ""covers"", ""repeated"", ""views"", ""wide""]","{""A"": ""It converts moving air into electrical power at scale."", ""B"": ""It covers wide areas with repeated comparable views."", ""C"": ""It detects changes before manual inspection would notice them."", ""D"": ""It uses carbon from recent growth rather than ancient deposits.""}",It converts moving air into electrical power at scale.,It covers wide areas with repeated comparable views.,It detects changes before manual inspection would notice them.,It uses carbon from recent growth rather than ancient deposits.,B,"[""satellite monitoring"", ""satellite""]","[""satellite monitoring"", ""satellite""]","[""satellite_monitoring""]",observes the earth repeatedly from high above,satellite monitoring,measuring forest loss over a large region,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q073,fixed_q073,Environment_Energy,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might microplastics be useful for studying tiny pollution particles in water?
",8654c97469ef4917,Why might microplastics be useful for studying tiny pollution particles in water?,Why might microplastics be useful for studying tiny pollution particles in water?,Why might microplastics be useful for studying tiny pollution particles in water?,describes very small pieces of manufactured plastic material,"[""describes very small pieces of manufactured plastic material""]","[""attention"", ""easily"", ""focuses"", ""particles"", ""see"", ""small""]","{""A"": ""It uses existing heat instead of only creating heat by burning fuel."", ""B"": ""It tests how changes may influence a large connected system."", ""C"": ""It focuses attention on particles too small to see easily."", ""D"": ""It covers wide areas with repeated comparable views.""}",It uses existing heat instead of only creating heat by burning fuel.,It tests how changes may influence a large connected system.,It focuses attention on particles too small to see easily.,It covers wide areas with repeated comparable views.,C,"[""microplastics""]","[""microplastics""]","[""microplastics""]",describes very small pieces of manufactured plastic material,microplastics,studying tiny pollution particles in water,false,[],[],[],{},"{""pass"": true}",0,true
