item_id,id,domain,split,condition,prompt,prompt_hash,original_question,rewritten_question,choices,choice_A,choice_B,choice_C,choice_D,gold_answer,gold_anachronism_terms,forbidden_terms,required_primitives,primitive_phrase,human_validated,detected_terms,detector_token_scores,mapped_primitives,model_info,rewrite_validation,repair_attempts,pass_validation
fixed_q053,fixed_q053,Communication_Media,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What practical benefit does e-book provide when the goal is carrying many books in a small device?

Choices:
A. It reduces delay compared with ordinary letters.
B. It places more likely relevant items before less relevant ones.
C. It reduces physical bulk while preserving the written content.
D. It uses social links to pass messages rapidly.
",2701658f0de921f5,What practical benefit does e-book provide when the goal is carrying many books in a small device?,What practical benefit does e-book provide when the goal is carrying many books in a small device?,"{""A"": ""It reduces delay compared with ordinary letters."", ""B"": ""It places more likely relevant items before less relevant ones."", ""C"": ""It reduces physical bulk while preserving the written content."", ""D"": ""It uses social links to pass messages rapidly.""}",It reduces delay compared with ordinary letters.,It places more likely relevant items before less relevant ones.,It reduces physical bulk while preserving the written content.,It uses social links to pass messages rapidly.,C,"[""e-book"", ""ebook""]","[""e-book"", ""ebook""]","[""e_book""]",stores book text as electronic data,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q054,fixed_q054,Communication_Media,test,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Suppose a system must handle letting a team use the same document. Which statement best explains the role of cloud file sharing?

Choices:
A. It delivers text without a physical carrier.
B. It lets many distant people answer the same topic over time.
C. It lets a machine read the address without manual typing.
D. It gives each worker access to a shared current copy.
",0e936f52e3dd16de,Suppose a system must handle letting a team use the same document. Which statement best explains the role of cloud file sharing?,Suppose a system must handle letting a team use the same document. Which statement best explains the role of cloud file sharing?,"{""A"": ""It delivers text without a physical carrier."", ""B"": ""It lets many distant people answer the same topic over time."", ""C"": ""It lets a machine read the address without manual typing."", ""D"": ""It gives each worker access to a shared current copy.""}",It delivers text without a physical carrier.,It lets many distant people answer the same topic over time.,It lets a machine read the address without manual typing.,It gives each worker access to a shared current copy.,D,"[""cloud file sharing"", ""cloud""]","[""cloud file sharing"", ""cloud""]","[""cloud_file_sharing""]",keeps a file on distant machines reachable by several users,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q055,fixed_q055,Communication_Media,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
In a discussion about choosing which notices a reader sees first, which account of algorithmic feed is the most accurate?

Choices:
A. It places more likely relevant items before less relevant ones.
B. It lets messages travel across many linked networks.
C. It covers areas that ground wires or towers may not reach.
D. It sends new recordings automatically to interested listeners.
",3cfde3763c01a9bd,"In a discussion about choosing which notices a reader sees first, which account of algorithmic feed is the most accurate?","In a discussion about choosing which notices a reader sees first, which account of algorithmic feed is the most accurate?","{""A"": ""It places more likely relevant items before less relevant ones."", ""B"": ""It lets messages travel across many linked networks."", ""C"": ""It covers areas that ground wires or towers may not reach."", ""D"": ""It sends new recordings automatically to interested listeners.""}",It places more likely relevant items before less relevant ones.,It lets messages travel across many linked networks.,It covers areas that ground wires or towers may not reach.,It sends new recordings automatically to interested listeners.,A,"[""algorithmic feed"", ""algorithm""]","[""algorithmic feed"", ""algorithm""]","[""algorithmic_feed""]",orders messages by calculated signals of likely interest,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q056,fixed_q056,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Why would a specialist consider electric vehicle when working on reducing smoke from city travel?

Choices:
A. It reduces constant manual speed correction.
B. It avoids burning fuel at the vehicle while moving.
C. It spreads the stopping force over a larger area and time.
D. It gives high energy for its weight.
",5c422ad8e7604d89,Why would a specialist consider electric vehicle when working on reducing smoke from city travel?,Why would a specialist consider electric vehicle when working on reducing smoke from city travel?,"{""A"": ""It reduces constant manual speed correction."", ""B"": ""It avoids burning fuel at the vehicle while moving."", ""C"": ""It spreads the stopping force over a larger area and time."", ""D"": ""It gives high energy for its weight.""}",It reduces constant manual speed correction.,It avoids burning fuel at the vehicle while moving.,It spreads the stopping force over a larger area and time.,It gives high energy for its weight.,B,"[""electric vehicle"", ""EV""]","[""electric vehicle"", ""EV""]","[""electric_vehicle""]",moves by an electric motor powered from stored electrical energy,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q057,fixed_q057,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which statement best describes how GPS contributes to finding a vehicle position in unfamiliar country?

Choices:
A. It helps tires keep grip for steering.
B. It reduces search time by coordinating location and demand.
C. It derives location from measured signal timing.
D. It carries many people quickly with guided motion.
",f9ef91cca439fbb2,Which statement best describes how GPS contributes to finding a vehicle position in unfamiliar country?,Which statement best describes how GPS contributes to finding a vehicle position in unfamiliar country?,"{""A"": ""It helps tires keep grip for steering."", ""B"": ""It reduces search time by coordinating location and demand."", ""C"": ""It derives location from measured signal timing."", ""D"": ""It carries many people quickly with guided motion.""}",It helps tires keep grip for steering.,It reduces search time by coordinating location and demand.,It derives location from measured signal timing.,It carries many people quickly with guided motion.,C,"[""GPS""]","[""GPS""]","[""gps""]",compares timed signals from distant transmitters to estimate position,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q058,fixed_q058,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A project is designed around keeping an aircraft steady on a long trip. What is the main reason to include autopilot?

Choices:
A. It adjusts decisions using current traffic conditions.
B. It gives high energy for its weight.
C. It reduces search time by coordinating location and demand.
D. It makes repeated small corrections without constant human input.
",d0ad95dd95cc3b65,A project is designed around keeping an aircraft steady on a long trip. What is the main reason to include autopilot?,A project is designed around keeping an aircraft steady on a long trip. What is the main reason to include autopilot?,"{""A"": ""It adjusts decisions using current traffic conditions."", ""B"": ""It gives high energy for its weight."", ""C"": ""It reduces search time by coordinating location and demand."", ""D"": ""It makes repeated small corrections without constant human input.""}",It adjusts decisions using current traffic conditions.,It gives high energy for its weight.,It reduces search time by coordinating location and demand.,It makes repeated small corrections without constant human input.,D,"[""autopilot""]","[""autopilot""]","[""autopilot""]",uses instruments and control rules to adjust steering automatically,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q059,fixed_q059,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
When attempting powering a portable machine for a long time, what is the clearest justification for using lithium-ion battery?

Choices:
A. It gives high energy for its weight.
B. It helps tires keep grip for steering.
C. It adjusts decisions using current traffic conditions.
D. It uses local sunlight instead of transported fuel.
",b558111f5fd4eea1,"When attempting powering a portable machine for a long time, what is the clearest justification for using lithium-ion battery?","When attempting powering a portable machine for a long time, what is the clearest justification for using lithium-ion battery?","{""A"": ""It gives high energy for its weight."", ""B"": ""It helps tires keep grip for steering."", ""C"": ""It adjusts decisions using current traffic conditions."", ""D"": ""It uses local sunlight instead of transported fuel.""}",It gives high energy for its weight.,It helps tires keep grip for steering.,It adjusts decisions using current traffic conditions.,It uses local sunlight instead of transported fuel.,A,"[""lithium-ion battery""]","[""lithium-ion battery""]","[""lithium_ion_battery""]",stores much electrical energy in a light chemical cell,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q060,fixed_q060,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which description captures the useful function of solar panel in the context of making electricity where fuel delivery is difficult?

Choices:
A. It avoids burning fuel at the vehicle while moving.
B. It uses local sunlight instead of transported fuel.
C. It reduces search time by coordinating location and demand.
D. It derives location from measured signal timing.
",4b6e1a83b8bf2dd1,Which description captures the useful function of solar panel in the context of making electricity where fuel delivery is difficult?,Which description captures the useful function of solar panel in the context of making electricity where fuel delivery is difficult?,"{""A"": ""It avoids burning fuel at the vehicle while moving."", ""B"": ""It uses local sunlight instead of transported fuel."", ""C"": ""It reduces search time by coordinating location and demand."", ""D"": ""It derives location from measured signal timing.""}",It avoids burning fuel at the vehicle while moving.,It uses local sunlight instead of transported fuel.,It reduces search time by coordinating location and demand.,It derives location from measured signal timing.,B,"[""solar panel""]","[""solar panel""]","[""solar_panel""]",turns sunlight directly into electrical current,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q061,fixed_q061,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
For a case involving moving many passengers between cities, why is high-speed rail relevant?

Choices:
A. It derives location from measured signal timing.
B. It avoids burning fuel at the vehicle while moving.
C. It carries many people quickly with guided motion.
D. It reduces search time by coordinating location and demand.
",216f86818bacaccc,"For a case involving moving many passengers between cities, why is high-speed rail relevant?","For a case involving moving many passengers between cities, why is high-speed rail relevant?","{""A"": ""It derives location from measured signal timing."", ""B"": ""It avoids burning fuel at the vehicle while moving."", ""C"": ""It carries many people quickly with guided motion."", ""D"": ""It reduces search time by coordinating location and demand.""}",It derives location from measured signal timing.,It avoids burning fuel at the vehicle while moving.,It carries many people quickly with guided motion.,It reduces search time by coordinating location and demand.,C,"[""high-speed rail""]","[""high-speed rail""]","[""high_speed_rail""]",uses trains and track designed for sustained very high speed,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q062,fixed_q062,Transportation_Engineering,test,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What is the strongest explanation for applying delivery drone to bringing a small parcel over blocked roads?

Choices:
A. It spreads the stopping force over a larger area and time.
B. It carries many people quickly with guided motion.
C. It keeps strength while lowering weight.
D. It moves above ground obstacles without a driver onboard.
",3c3e2b9d9b86eff7,What is the strongest explanation for applying delivery drone to bringing a small parcel over blocked roads?,What is the strongest explanation for applying delivery drone to bringing a small parcel over blocked roads?,"{""A"": ""It spreads the stopping force over a larger area and time."", ""B"": ""It carries many people quickly with guided motion."", ""C"": ""It keeps strength while lowering weight."", ""D"": ""It moves above ground obstacles without a driver onboard.""}",It spreads the stopping force over a larger area and time.,It carries many people quickly with guided motion.,It keeps strength while lowering weight.,It moves above ground obstacles without a driver onboard.,D,"[""drone""]","[""delivery drone"", ""drone""]","[""delivery_drone""]",uses a small pilotless flying machine,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q063,fixed_q063,Transportation_Engineering,test,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A group is evaluating tools for matching passengers with nearby hired cars. Which property of ride-sharing app matters most?

Choices:
A. It reduces search time by coordinating location and demand.
B. It adjusts decisions using current traffic conditions.
C. It carries many people quickly with guided motion.
D. It avoids burning fuel at the vehicle while moving.
",729661fa80e984a6,A group is evaluating tools for matching passengers with nearby hired cars. Which property of ride-sharing app matters most?,A group is evaluating tools for matching passengers with nearby hired cars. Which property of ride-sharing app matters most?,"{""A"": ""It reduces search time by coordinating location and demand."", ""B"": ""It adjusts decisions using current traffic conditions."", ""C"": ""It carries many people quickly with guided motion."", ""D"": ""It avoids burning fuel at the vehicle while moving.""}",It reduces search time by coordinating location and demand.,It adjusts decisions using current traffic conditions.,It carries many people quickly with guided motion.,It avoids burning fuel at the vehicle while moving.,A,"[""ride-sharing app"", ""app""]","[""ride-sharing app"", ""app""]","[""ride_sharing_app""]",uses a portable communication device to match riders and drivers,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q064,fixed_q064,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which statement gives the best reason that hybrid car is associated with saving fuel in stop-and-go travel?

Choices:
A. It helps tires keep grip for steering.
B. It recovers or reuses energy that would otherwise be wasted.
C. It avoids burning fuel at the vehicle while moving.
D. It reduces search time by coordinating location and demand.
",9b9dc3ac2c88250f,Which statement gives the best reason that hybrid car is associated with saving fuel in stop-and-go travel?,Which statement gives the best reason that hybrid car is associated with saving fuel in stop-and-go travel?,"{""A"": ""It helps tires keep grip for steering."", ""B"": ""It recovers or reuses energy that would otherwise be wasted."", ""C"": ""It avoids burning fuel at the vehicle while moving."", ""D"": ""It reduces search time by coordinating location and demand.""}",It helps tires keep grip for steering.,It recovers or reuses energy that would otherwise be wasted.,It avoids burning fuel at the vehicle while moving.,It reduces search time by coordinating location and demand.,B,"[""hybrid car""]","[""hybrid car""]","[""hybrid_car""]",combines a fuel engine with an electric drive and stored energy,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q065,fixed_q065,Transportation_Engineering,test,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A team is working on keeping control during hard braking. Which explanation best supports using anti-lock braking system?

Choices:
A. It keeps strength while lowering weight.
B. It uses local sunlight instead of transported fuel.
C. It helps tires keep grip for steering.
D. It carries many people quickly with guided motion.
",722c9b36da4424df,A team is working on keeping control during hard braking. Which explanation best supports using anti-lock braking system?,A team is working on keeping control during hard braking. Which explanation best supports using anti-lock braking system?,"{""A"": ""It keeps strength while lowering weight."", ""B"": ""It uses local sunlight instead of transported fuel."", ""C"": ""It helps tires keep grip for steering."", ""D"": ""It carries many people quickly with guided motion.""}",It keeps strength while lowering weight.,It uses local sunlight instead of transported fuel.,It helps tires keep grip for steering.,It carries many people quickly with guided motion.,C,"[""anti-lock braking system"", ""ABS""]","[""anti-lock braking system"", ""ABS""]","[""anti_lock_braking_system""]",rapidly reduces and restores brake force when wheels begin to lock,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q066,fixed_q066,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the use of cruise control for maintaining speed on a long road. What is its most relevant advantage?

Choices:
A. It reduces search time by coordinating location and demand.
B. It derives location from measured signal timing.
C. It carries many people quickly with guided motion.
D. It reduces constant manual speed correction.
",6f75c376269ad0b8,Consider the use of cruise control for maintaining speed on a long road. What is its most relevant advantage?,Consider the use of cruise control for maintaining speed on a long road. What is its most relevant advantage?,"{""A"": ""It reduces search time by coordinating location and demand."", ""B"": ""It derives location from measured signal timing."", ""C"": ""It carries many people quickly with guided motion."", ""D"": ""It reduces constant manual speed correction.""}",It reduces search time by coordinating location and demand.,It derives location from measured signal timing.,It carries many people quickly with guided motion.,It reduces constant manual speed correction.,D,"[""cruise control""]","[""cruise control""]","[""cruise_control""]",automatically adjusts engine force to hold a chosen speed,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q067,fixed_q067,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which mechanism explains why carbon fiber composite can help with making a strong light vehicle part?

Choices:
A. It keeps strength while lowering weight.
B. It reduces search time by coordinating location and demand.
C. It helps tires keep grip for steering.
D. It spreads the stopping force over a larger area and time.
",9a7c5f5437191724,Which mechanism explains why carbon fiber composite can help with making a strong light vehicle part?,Which mechanism explains why carbon fiber composite can help with making a strong light vehicle part?,"{""A"": ""It keeps strength while lowering weight."", ""B"": ""It reduces search time by coordinating location and demand."", ""C"": ""It helps tires keep grip for steering."", ""D"": ""It spreads the stopping force over a larger area and time.""}",It keeps strength while lowering weight.,It reduces search time by coordinating location and demand.,It helps tires keep grip for steering.,It spreads the stopping force over a larger area and time.,A,"[""carbon fiber"", ""composite""]","[""carbon fiber composite"", ""carbon fiber"", ""composite""]","[""carbon_fiber_composite""]",embeds strong fibers inside a binding material,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q068,fixed_q068,Transportation_Engineering,test,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A decision-maker is comparing methods for making a complex prototype quickly. Why might 3D printing be selected?

Choices:
A. It helps tires keep grip for steering.
B. It forms shapes without first making special molds.
C. It adjusts decisions using current traffic conditions.
D. It makes repeated small corrections without constant human input.
",ce60cf00f623114a,A decision-maker is comparing methods for making a complex prototype quickly. Why might 3D printing be selected?,A decision-maker is comparing methods for making a complex prototype quickly. Why might 3D printing be selected?,"{""A"": ""It helps tires keep grip for steering."", ""B"": ""It forms shapes without first making special molds."", ""C"": ""It adjusts decisions using current traffic conditions."", ""D"": ""It makes repeated small corrections without constant human input.""}",It helps tires keep grip for steering.,It forms shapes without first making special molds.,It adjusts decisions using current traffic conditions.,It makes repeated small corrections without constant human input.,B,"[""3D printing""]","[""3D printing""]","[""3d_printing""]",builds an object layer by layer from a digital plan,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q069,fixed_q069,Transportation_Engineering,dev,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What practical benefit does traffic sensor network provide when the goal is reducing congestion at busy crossings?

Choices:
A. It helps tires keep grip for steering.
B. It makes repeated small corrections without constant human input.
C. It adjusts decisions using current traffic conditions.
D. It recovers or reuses energy that would otherwise be wasted.
",3e390838051d6ca0,What practical benefit does traffic sensor network provide when the goal is reducing congestion at busy crossings?,What practical benefit does traffic sensor network provide when the goal is reducing congestion at busy crossings?,"{""A"": ""It helps tires keep grip for steering."", ""B"": ""It makes repeated small corrections without constant human input."", ""C"": ""It adjusts decisions using current traffic conditions."", ""D"": ""It recovers or reuses energy that would otherwise be wasted.""}",It helps tires keep grip for steering.,It makes repeated small corrections without constant human input.,It adjusts decisions using current traffic conditions.,It recovers or reuses energy that would otherwise be wasted.,C,"[""traffic sensor network""]","[""traffic sensor network""]","[""traffic_sensor_network""]",collects road measurements from many connected instruments,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q070,fixed_q070,Transportation_Engineering,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Suppose a system must handle protecting a passenger in a crash. Which statement best explains the role of airbag?

Choices:
A. It gives high energy for its weight.
B. It helps tires keep grip for steering.
C. It moves above ground obstacles without a driver onboard.
D. It spreads the stopping force over a larger area and time.
",328e65536db1c29f,Suppose a system must handle protecting a passenger in a crash. Which statement best explains the role of airbag?,Suppose a system must handle protecting a passenger in a crash. Which statement best explains the role of airbag?,"{""A"": ""It gives high energy for its weight."", ""B"": ""It helps tires keep grip for steering."", ""C"": ""It moves above ground obstacles without a driver onboard."", ""D"": ""It spreads the stopping force over a larger area and time.""}",It gives high energy for its weight.,It helps tires keep grip for steering.,It moves above ground obstacles without a driver onboard.,It spreads the stopping force over a larger area and time.,D,"[""airbag""]","[""airbag""]","[""airbag""]",inflates a cushion very quickly during a collision,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q071,fixed_q071,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
In a discussion about reducing gas released from a power station, which account of carbon capture is the most accurate?

Choices:
A. It prevents part of the unwanted gas from escaping.
B. It shifts energy from the time it is made to the time it is needed.
C. It releases energy from combining light atoms.
D. It separates salt from water without boiling all of it.
",a0c323f111ac6227,"In a discussion about reducing gas released from a power station, which account of carbon capture is the most accurate?","In a discussion about reducing gas released from a power station, which account of carbon capture is the most accurate?","{""A"": ""It prevents part of the unwanted gas from escaping."", ""B"": ""It shifts energy from the time it is made to the time it is needed."", ""C"": ""It releases energy from combining light atoms."", ""D"": ""It separates salt from water without boiling all of it.""}",It prevents part of the unwanted gas from escaping.,It shifts energy from the time it is made to the time it is needed.,It releases energy from combining light atoms.,It separates salt from water without boiling all of it.,A,"[""carbon capture""]","[""carbon capture""]","[""carbon_capture""]",separates carbon-bearing gas before it enters the air,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q072,fixed_q072,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Why would a specialist consider satellite monitoring when working on measuring forest loss over a large region?

Choices:
A. It converts moving air into electrical power at scale.
B. It covers wide areas with repeated comparable views.
C. It detects changes before manual inspection would notice them.
D. It uses carbon from recent growth rather than ancient deposits.
",51533c17d6fa7a2f,Why would a specialist consider satellite monitoring when working on measuring forest loss over a large region?,Why would a specialist consider satellite monitoring when working on measuring forest loss over a large region?,"{""A"": ""It converts moving air into electrical power at scale."", ""B"": ""It covers wide areas with repeated comparable views."", ""C"": ""It detects changes before manual inspection would notice them."", ""D"": ""It uses carbon from recent growth rather than ancient deposits.""}",It converts moving air into electrical power at scale.,It covers wide areas with repeated comparable views.,It detects changes before manual inspection would notice them.,It uses carbon from recent growth rather than ancient deposits.,B,"[""satellite monitoring"", ""satellite""]","[""satellite monitoring"", ""satellite""]","[""satellite_monitoring""]",observes the earth repeatedly from high above,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q073,fixed_q073,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which statement best describes how microplastics contributes to studying tiny pollution particles in water?

Choices:
A. It uses existing heat instead of only creating heat by burning fuel.
B. It tests how changes may influence a large connected system.
C. It focuses attention on particles too small to see easily.
D. It covers wide areas with repeated comparable views.
",895e85d2fe842005,Which statement best describes how microplastics contributes to studying tiny pollution particles in water?,Which statement best describes how microplastics contributes to studying tiny pollution particles in water?,"{""A"": ""It uses existing heat instead of only creating heat by burning fuel."", ""B"": ""It tests how changes may influence a large connected system."", ""C"": ""It focuses attention on particles too small to see easily."", ""D"": ""It covers wide areas with repeated comparable views.""}",It uses existing heat instead of only creating heat by burning fuel.,It tests how changes may influence a large connected system.,It focuses attention on particles too small to see easily.,It covers wide areas with repeated comparable views.,C,"[""microplastics""]","[""microplastics""]","[""microplastics""]",describes very small pieces of manufactured plastic material,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q074,fixed_q074,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A project is designed around balancing power from changing wind and sunlight. What is the main reason to include renewable energy grid?

Choices:
A. It detects changes before manual inspection would notice them.
B. It converts moving air into electrical power at scale.
C. It prevents part of the unwanted gas from escaping.
D. It matches supply and demand despite variable sources.
",9ff795e266cbe067,A project is designed around balancing power from changing wind and sunlight. What is the main reason to include renewable energy grid?,A project is designed around balancing power from changing wind and sunlight. What is the main reason to include renewable energy grid?,"{""A"": ""It detects changes before manual inspection would notice them."", ""B"": ""It converts moving air into electrical power at scale."", ""C"": ""It prevents part of the unwanted gas from escaping."", ""D"": ""It matches supply and demand despite variable sources.""}",It detects changes before manual inspection would notice them.,It converts moving air into electrical power at scale.,It prevents part of the unwanted gas from escaping.,It matches supply and demand despite variable sources.,D,"[""renewable energy grid"", ""renewable""]","[""renewable energy grid"", ""renewable""]","[""renewable_energy_grid""]",coordinates many power sources whose output changes with weather,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q075,fixed_q075,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
When attempting generating electricity on open land, what is the clearest justification for using wind turbine farm?

Choices:
A. It converts moving air into electrical power at scale.
B. It focuses attention on particles too small to see easily.
C. It prevents part of the unwanted gas from escaping.
D. It detects changes before manual inspection would notice them.
",8b61ce15b0c2a262,"When attempting generating electricity on open land, what is the clearest justification for using wind turbine farm?","When attempting generating electricity on open land, what is the clearest justification for using wind turbine farm?","{""A"": ""It converts moving air into electrical power at scale."", ""B"": ""It focuses attention on particles too small to see easily."", ""C"": ""It prevents part of the unwanted gas from escaping."", ""D"": ""It detects changes before manual inspection would notice them.""}",It converts moving air into electrical power at scale.,It focuses attention on particles too small to see easily.,It prevents part of the unwanted gas from escaping.,It detects changes before manual inspection would notice them.,A,"[""wind turbine farm"", ""wind turbine""]","[""wind turbine farm"", ""wind turbine""]","[""wind_turbine_farm""]",uses many wind-driven rotors connected to generators,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q076,fixed_q076,Environment_Energy,dev,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which description captures the useful function of smart meter in the context of managing electricity use through the day?

Choices:
A. It tests how changes may influence a large connected system.
B. It reveals when demand rises or falls.
C. It prevents part of the unwanted gas from escaping.
D. It releases energy from combining light atoms.
",7591b2fbe8366298,Which description captures the useful function of smart meter in the context of managing electricity use through the day?,Which description captures the useful function of smart meter in the context of managing electricity use through the day?,"{""A"": ""It tests how changes may influence a large connected system."", ""B"": ""It reveals when demand rises or falls."", ""C"": ""It prevents part of the unwanted gas from escaping."", ""D"": ""It releases energy from combining light atoms.""}",It tests how changes may influence a large connected system.,It reveals when demand rises or falls.,It prevents part of the unwanted gas from escaping.,It releases energy from combining light atoms.,B,"[""smart meter""]","[""smart meter""]","[""smart_meter""]",records usage frequently and sends readings automatically,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q077,fixed_q077,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
For a case involving making drinkable water from seawater, why is desalination membrane relevant?

Choices:
A. It detects changes before manual inspection would notice them.
B. It turns more electrical energy into light and less into waste heat.
C. It separates salt from water without boiling all of it.
D. It gathers scattered waste so it can be removed.
",64f40d0043798403,"For a case involving making drinkable water from seawater, why is desalination membrane relevant?","For a case involving making drinkable water from seawater, why is desalination membrane relevant?","{""A"": ""It detects changes before manual inspection would notice them."", ""B"": ""It turns more electrical energy into light and less into waste heat."", ""C"": ""It separates salt from water without boiling all of it."", ""D"": ""It gathers scattered waste so it can be removed.""}",It detects changes before manual inspection would notice them.,It turns more electrical energy into light and less into waste heat.,It separates salt from water without boiling all of it.,It gathers scattered waste so it can be removed.,C,"[""desalination membrane""]","[""desalination membrane""]","[""desalination_membrane""]",lets water pass while holding back much dissolved salt,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q078,fixed_q078,Environment_Energy,train,raw,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What is the strongest explanation for applying heat pump to warming a building with less fuel?

Choices:
A. It matches supply and demand despite variable sources.
B. It releases energy from combining light atoms.
C. It uses carbon from recent growth rather than ancient deposits.
D. It uses existing heat instead of only creating heat by burning fuel.
",589a4db55ebf0619,What is the strongest explanation for applying heat pump to warming a building with less fuel?,What is the strongest explanation for applying heat pump to warming a building with less fuel?,"{""A"": ""It matches supply and demand despite variable sources."", ""B"": ""It releases energy from combining light atoms."", ""C"": ""It uses carbon from recent growth rather than ancient deposits."", ""D"": ""It uses existing heat instead of only creating heat by burning fuel.""}",It matches supply and demand despite variable sources.,It releases energy from combining light atoms.,It uses carbon from recent growth rather than ancient deposits.,It uses existing heat instead of only creating heat by burning fuel.,D,"[""heat pump""]","[""heat pump""]","[""heat_pump""]",moves heat from one place to another using work,false,[],[],[],{},"{""pass"": true}",0,true
